Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
2015,G.10.3: Percentage by year,4.87594659,0.545764713,0.064864657,,5.48657596,,,22.17416095,10.39753109,,,7.771577112,5.48657596,29.94573806,12.68461256,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2016,G.10.3: Percentage by year,4.881751485,0.754343867,0.060588594,,5.696683946,,,21.32689074,10.31216754,,,8.558501505,5.696683946,29.88539225,12.83942926,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2017,G.10.3: Percentage by year,4.8306310219999995,0.800047622,0.056121385,,5.68680003,,,20.62861754,10.18230783,,,8.554048286,5.68680003,29.18266582,12.75594325,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
2018,G.10.3: Percentage by year,4.810524099999999,0.789730052,0.05723773099999999,,5.657491883,,,20.17483168,10.0723994,,,8.637341381,5.657491883,28.81217306,12.69912467,G.10.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; British Columbia; 1985 to 2018,British Columbia,B.C.
1985,G.10.4: Expenditure by year,43.2076434,2.634926068,0.467676682,,46.31024615,,,40.71691737,87.02716352,,,53.01007514,46.31024615,93.72699251,140.0372387,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1986,G.10.4: Expenditure by year,50.40935092,2.859314991,0.48500318200000003,,53.75366909,,,35.136825099999996,88.89049419,,,59.43239385,53.75366909,94.56921895,148.32288799999998,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1987,G.10.4: Expenditure by year,50.31956605,3.022615033,0.551591714,,53.8937728,,,44.2138309,98.10760369,,,67.87951679999999,53.8937728,112.0933477,165.9871205,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1988,G.10.4: Expenditure by year,54.50274238,4.4833753960000005,0.629378349,,59.61549613,,,51.23262508,110.84812120000001,,,70.39000667,59.61549613,121.6226317,181.23812790000002,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1989,G.10.4: Expenditure by year,61.46087408,5.637813763,0.668172986,,67.76686083,,,59.06985847,126.8367193,,,72.62967966,67.76686083,131.6995381,199.466399,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1990,G.10.4: Expenditure by year,70.67172438,6.457052302,0.740444021,,77.86922071,,,65.86721969,143.73644040000002,,,75.55668597,77.86922071,141.42390569999998,219.2931264,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1991,G.10.4: Expenditure by year,81.6278905,7.218522652000001,0.7949290370000001,,89.64134219,,,71.48269870000001,161.1240409,,,78.90227967,89.64134219,150.3849784,240.0263206,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1992,G.10.4: Expenditure by year,89.89673622,7.6542281,0.89749614,,98.44846046,,,77.28504233,175.73350280000002,43.09892993,38.83221915,81.93114908,98.44846046,159.2161914,257.66465189999997,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1993,G.10.4: Expenditure by year,96.97975093,9.008409891,0.9736775120000001,,106.9618383,,,84.96519682,191.9270351,46.07344903,40.93383784,87.00728687,106.9618383,171.97248369999997,278.934322,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1994,G.10.4: Expenditure by year,92.34409168,9.752858642,1.078170982,,103.1751213,,,87.93987219,191.1149935,49.91816764,42.68558923,92.60375687,103.1751213,180.5436291,283.7187504,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1995,G.10.4: Expenditure by year,92.52200342,10.71898131,1.1088680340000001,,104.3498528,,,93.58771606,197.9375688,49.23868708,43.35515547,92.59384255,104.3498528,186.1815586,290.53141139999997,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1996,G.10.4: Expenditure by year,97.93884457,11.40001374,1.015738424,,110.35459669999999,,,96.76395956,207.1185563,49.60085591,42.91190583,92.51276175,110.35459669999999,189.27672130000002,299.631318,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1997,G.10.4: Expenditure by year,106.03050859999999,11.470874900000002,1.017996001,,118.5193795,,,104.397588,222.91696749999997,49.76521715,43.73407091,93.49928806,118.5193795,197.8968761,316.41625550000003,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1998,G.10.4: Expenditure by year,114.94880800000001,12.41645851,1.267880335,,128.6331468,,,120.5131327,249.1462795,52.33763416,46.45276574,98.79039990000001,128.6331468,219.30353259999998,347.9366794,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1999,G.10.4: Expenditure by year,128.5297671,13.51866535,1.476006533,,143.524439,,,126.0740344,269.5984734,56.43576217,49.04449288,105.4802551,143.524439,231.5542895,375.0787285,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2000,G.10.4: Expenditure by year,147.39932439999998,14.41154193,1.687478801,,163.4983451,,,141.13958269999998,304.6379278,58.34028709,49.42039825,107.76068529999999,163.4983451,248.900268,412.3986131,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2001,G.10.4: Expenditure by year,161.60052240000002,16.08520086,1.810630323,,179.4963536,,,157.1670442,336.6633978,60.09127226,51.38643176,111.477704,179.4963536,268.6447482,448.1411018,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2002,G.10.4: Expenditure by year,162.86745459999997,18.46571876,1.740357376,,183.0735307,,,184.52649830000001,367.600029,62.56518085,53.53399058,116.09917140000002,183.0735307,300.62566969999995,483.69920049999996,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2003,G.10.4: Expenditure by year,158.2693144,21.18528983,1.8330843680000002,,181.2876886,,,212.1078508,393.39553939999996,66.96191987,54.25656961,121.2184895,181.2876886,333.32634029999997,514.6140287999999,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2004,G.10.4: Expenditure by year,166.6030832,22.01626045,2.136745012,,190.7560886,,,240.1549358,430.9110244,70.30723708,55.10391123,125.41114830000001,190.7560886,365.5660841,556.3221727000001,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2005,G.10.4: Expenditure by year,176.0390895,22.66435529,2.2937172169999998,,200.997162,,,243.0712733,444.06843530000003,70.19793872,56.19333151,126.39127020000001,200.997162,369.4625436,570.4597054999999,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2006,G.10.4: Expenditure by year,187.1518611,23.89833819,2.544226357,,213.5944256,,,288.55892610000006,502.1533518,72.6435787,57.57258514,130.2161638,213.5944256,418.77509,632.3695156,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2007,G.10.4: Expenditure by year,192.4116233,24.34930228,2.638524032,,219.39944959999997,,,287.2036813,506.60313089999994,66.66408627,51.57393453,118.23802079999999,219.39944959999997,405.44170210000004,624.8411517000001,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2008,G.10.4: Expenditure by year,196.81236130000002,24.64559187,2.752018084,,224.20997119999998,,,316.2205006,540.4304718,67.2857264,51.54279679,118.8285232,224.20997119999998,435.0490238,659.258995,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2009,G.10.4: Expenditure by year,200.2211341,24.72241294,2.597411448,,227.5409585,,,329.899011,557.4399695000001,69.82882677,52.44617333,122.2750001,227.5409585,452.17401110000003,679.7149696,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2010,G.10.4: Expenditure by year,208.0891013,23.94730394,3.034364015,,235.07076919999997,,,423.95005,659.0208192000001,73.31340223,53.01196266,126.3253649,235.07076919999997,550.2754149,785.3461841,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2011,G.10.4: Expenditure by year,209.38208369999998,23.62530206,2.850161998,,235.8575477,,,413.65688,649.5144277,76.17621219,51.09947587,127.27568810000001,235.8575477,540.9325681,776.7901158,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2012,G.10.4: Expenditure by year,206.2413503,22.521318100000002,3.0022932589999995,,231.7649616,,,408.06685,639.8318117,76.92315166,51.52267508,128.4458267,231.7649616,536.5126768,768.2776384,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2013,G.10.4: Expenditure by year,199.3874801,21.07015071,3.073467682,,223.53109849999998,,,391.80262569999996,615.3337242,78.81699672,52.39595005,131.2129468,223.53109849999998,523.0155725,746.546671,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2014,G.10.4: Expenditure by year,195.43709750000002,22.3718526,2.74176844,,220.55071850000002,,,388.3159011,608.8666196,78.31847247,53.74520464,132.0636771,220.55071850000002,520.3795782,740.9302967,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2015,G.10.4: Expenditure by year,207.5903275,23.23558584,2.761571547,,233.5874849,,,393.6772423,627.2647272,82.75865414,55.21694063,137.9755948,233.5874849,531.6528371,765.2403218999999,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2016,G.10.4: Expenditure by year,214.5889569,33.15897255,2.663315261,,250.41124469999997,,,392.8283924,643.2396371,94.43809186,63.20431499,157.64240680000003,250.41124469999997,550.4707992000001,800.8820439,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2017,G.10.4: Expenditure by year,216.65905120000002,35.88300535,2.517105124,,255.0591617,,,398.1612146,653.2203762999999,100.4537498,64.65136441,165.1051142,255.0591617,563.2663288,818.3254905,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
2018,G.10.4: Expenditure by year,220.8262248,36.25241291,2.627487522,,259.7061252,,,404.7285448,664.4346699,107.41410309999999,65.86013597,173.2742391,259.7061252,578.0027838,837.708909,G.10.4,Expenditure on Drugs per capita by Type; by Source of Finance; in dollars; British Columbia; 1985 to 2018,British Columbia,B.C.
1985,G.5.1: Expenditure by year,250.40725,7.4385,2.117,,259.96275,,,342.5909409,602.5536909,,,230.48862630000002,259.96275,573.0795672,833.0423172000001,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1986,G.5.1: Expenditure by year,291.1521108,8.064634552000001,2.694,,301.9107454,,,462.9782823,764.8890277,,,261.0045429,301.9107454,723.9828253,1025.893571,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1987,G.5.1: Expenditure by year,333.7927552,8.799228622000001,3.21,,345.8019838,,,466.60621799999996,812.4082017999999,,,302.67004669999994,345.8019838,769.2762647000001,1115.078249,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1988,G.5.1: Expenditure by year,384.0828048,10.69641923,3.241,,398.02022400000004,,,523.3431851,921.3634091,,,366.93,398.02022400000004,890.2731851,1288.2934089999999,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1989,G.5.1: Expenditure by year,437.1251063,12.83525259,3.4730000000000003,,453.43335880000006,,,582.4152285,1035.848587,,,444.833,453.43335880000006,1027.248228,1480.6815869999998,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1990,G.5.1: Expenditure by year,502.68562589999993,15.298728400000002,4.194,,522.1783543,,,638.8525798999999,1161.030934,,,468.255,522.1783543,1107.10758,1629.285934,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1991,G.5.1: Expenditure by year,601.791155,16.73504652,4.8919999999999995,,623.4182015,,,709.3712772000001,1332.7894789999998,,,534.4580000000001,623.4182015,1243.829277,1867.2474789999999,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
1992,G.5.1: Expenditure by year,646.9095,18.11484738,5.052,,670.0763473999999,,,770.9154752000001,1440.991823,306.4942172,264.2239285,570.7181457,670.0763473999999,1341.6336210000002,2011.709968,G.5.1,Expenditure on drugs by type and source of finance in millions of current dollars; Quebec; 1985 to 2018,Quebec,Que.
